adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
,,,,,,,,1997-09-03,,70.7,,,,,,,,,,,,,,,4,0,1,0,,12.0,8.0,5-7,,,,,,,,,,,,,,,,,49,38,Devin Singletary,,,,,,,,,,SingDe00,RB,,,,,,,2,194,16.2,6.7,29,2.4,151,12.6,2,775,5.1,64.6,4,,,0.0,,2019,,BUF,,,41,,,,180,,,203,969,,,,,,,,5.4,0,
,,,,,,,,1997-09-03,,70.7,,,,,,,,,,,,,,,4,0,1,0,,12.0,8.0,5-7,,,,,,,,,,,,,,,,,49,38,Devin Singletary,,,,,,,,,,SingDe00,,,,,,,,2,194,16.2,6.7,29,2.4,151,12.6,2,775,5.1,64.6,4,,,0.0,,Career,,,,,41,,,,180,,,203,969,,,,,,,,5.4,0,
,,,,,0.0,0.0,,1987-11-21,,100.0,,,,,,,,,,,,,,,0,,,,,10.0,3.0,6-6,,,,,,,,,,,,,,,,,6,,Lee Smith,,,,,,,,,,SmitLe00,te,,,,,,,0,11,1.1,2.8,4,0.4,,,,,,,0,,,0.0,,2011,2.0,BUF,,,4,,,,4,,,265,11,,,,,,,,2.8,,
,,,,13.0,0.0,0.0,,1987-11-21,,100.0,,,,,,,,,,,,,,,0,,,,,16.0,7.0,6-6,,,,,,0.0,0.0,1.0,,,,,0.0,,,,5,,Lee Smith,,,,,,,,,,SmitLe00,te/wr,,,,,,,2,13,0.8,3.3,4,0.3,,,,,,,2,,,0.0,,2012,1.0,BUF,,,4,,,,4,,,265,13,,,,,0.0,,,3.3,,
,,,,,1.0,0.0,,1987-11-21,,55.6,,,,,,,,,,,,,,,0,,,,,16.0,14.0,6-6,,,,,,,,,,,,,,,,,28,,Lee Smith,,,,,,,,,,SmitLe00,fb/TE,,,,,,,0,78,4.9,15.6,5,0.3,,,,,,,0,,,0.0,,2013,1.0,BUF,,,9,,,,5,,,265,78,,,,,,,,15.6,,
,,,,,0.0,,,1987-11-21,,87.5,,,,,,,,,,,,,,,0,,,,,14.0,10.0,6-6,,,,,,,,,,,,,,,,,18,,Lee Smith,,,,,,,,,,SmitLe00,TE,,,,,,,1,42,3.0,6.0,7,0.5,,,,,,,1,,,,,2014,,BUF,,,8,,,,7,,,265,42,,,,,,,,6.0,,
,,,,78.0,1.0,,,1987-11-21,,92.3,,,,,,,,,,,,,,,0,,,,,15.0,15.0,6-6,,,,,,0.0,8.0,1.0,,,,,8.0,,,,17,,Lee Smith,,,,,,,,,,SmitLe00,TE,,,,,,,1,70,4.7,5.8,12,0.8,,,,,,,1,,,,,2015,,OAK,,,13,,,,12,,,265,70,,,,,8.0,,,5.8,,
,,,,,0.0,,,1987-11-21,,100.0,,,,,,,,,,,,,,,0,,,,,4.0,4.0,6-6,,,,,,,,,,,,,,,,,12,,Lee Smith,,,,,,,,,,SmitLe00,te,,,,,,,0,29,7.3,4.8,6,1.5,,,,,,,0,,,,,2016,,OAK,,,6,,,,6,,,265,29,,,,,,,,4.8,,
,,,,,1.0,,,1987-11-21,,72.7,,,,,,,,,,,,,,,0,,,,,16.0,9.0,6-6,,,,,,,,,,,,,,,,,21,,Lee Smith,,,,,,,,,,SmitLe00,TE/wr,,,,,,,0,76,4.8,9.5,8,0.5,,,,,,,0,,,,,2017,,OAK,,,11,,,,8,,,265,76,,,,,,,,9.5,,
,,,,,1.0,0.0,,1987-11-21,,90.9,,,,,,,,,,,,,,,0,,,,,16.0,4.0,6-6,,,,,,,,,,,,,,,,,30,,Lee Smith,,,,,,,,,,SmitLe00,te,,,,,,,3,73,4.6,7.3,10,0.6,,,,,,,3,,,0.0,,2018,1.0,OAK,,,11,,,,10,,,265,73,,,,,,,,7.3,,
,,,,,,,,1987-11-21,,80.0,,,,,,,,,,,,,,,0,,,,,15.0,5.0,6-6,,,,,,,,,,,,,,,,,9,,Lee Smith,,,,,,,,,,SmitLe00,te,,,,,,,1,31,2.1,7.8,4,0.3,,,,,,,1,,,,,2019,,BUF,,,5,,,,4,,,265,31,,,,,,,,7.8,,
,,,,431.0,4.0,0.0,,1987-11-21,,84.5,,,,,,,,,,,,,,,0,,,,,122.0,71.0,6-6,,,,,,0.0,8.0,2.0,,,,,8.0,,,,30,,Lee Smith,,,,,,,,,,SmitLe00,,,,,,,,8,423,3.5,7.1,60,0.5,,,,,,,8,,,0.0,,Career,5.0,,,,71,,,,60,,,265,423,,,,,4.0,,,7.1,,
,,,,,2.0,,,1991-08-07,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,6-4,,,,,,,,,,,,,,,,,,,Quinton Spain,,,,,,,,,,SpaiQu00,lg,,,,,,,,,,,,,,,,,,,,,,0.0,,2015,,TEN,,,,,,,,,,330,,,,,,,,,,,
,,,,,5.0,,,1991-08-07,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,6-4,,,,,,,,,,,,,,,,,,,Quinton Spain,,,,,,,,,,SpaiQu00,LG,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,TEN,,,,,,,,,,330,,,,,,,,,,,
,,,,,7.0,,,1991-08-07,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,6-4,,,,,,,,,,,,,,,,,,,Quinton Spain,,,,,,,,,,SpaiQu00,LG,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,,TEN,,,,,,,,,,330,,,,,,,,,,,
,,,,,6.0,,,1991-08-07,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,6-4,,,,,,,,,,,,,,,,,,,Quinton Spain,,,,,,,,,,SpaiQu00,LG,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,,TEN,,,,,,,,,,330,,,,,,,,,,,
,,,,,,,,1991-08-07,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,15.0,15.0,6-4,,,,,,,,,,,,,,,,,,,Quinton Spain,,,,,,,,,,SpaiQu00,G,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,330,,,,,,,,,,0.0,
,,,,,20.0,,,1991-08-07,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,65.0,63.0,6-4,,,,,,,,,,,,,,,,,,,Quinton Spain,,,,,,,,,,SpaiQu00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,330,,,,,,,,,,0.0,
,,,,,3.0,3.0,,1990-09-02,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,6.0,6-1,,,,,,,,,,,,,,,,,,,Julian Stanford,,,,,,,,,,StanJu00,lb,,,,,,,,,,,,,,,,,,,,,,0.0,,2012,14.0,JAX,,,,,,,,,,230,,,,,,,,,,0.0,
,,,,,0.0,1.0,,1990-09-02,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Julian Stanford,,,,,,,,,,StanJu00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2013,2.0,DET,,,,,,,,,,230,,,,,,,,,,,
,,,,,1.0,0.0,,1990-09-02,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Julian Stanford,,,,,,,,,,StanJu00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2014,2.0,DET,,,,,,,,,,230,,,,,,,,,,,
,,,,,1.0,5.0,,1990-09-02,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,6-1,,,,,,,,,,,,,,,,,,,Julian Stanford,,,,,,,,,,StanJu00,lb,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,14.0,NYJ,,,,,,,,,,230,,,,,,,,,,,
,,,,,2.0,2.0,,1990-09-02,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,6-1,,,,,,,,,,,,,,,,,,,Julian Stanford,,,,,,,,,,StanJu00,lb,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,6.0,NYJ,,,,,,,,,,230,,,,,,,,,,,
,,,,,2.0,2.0,,1990-09-02,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,13.0,1.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Julian Stanford,,,,1.0,,,,,,StanJu00,lb,,,,,,,,,,,,,,,,,,,,,,1.0,,2018,13.0,BUF,,,,,,,,,,230,,,,,,,,,,0.0,0.0
,,,,,,,,1990-09-02,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Julian Stanford,,,,,,,,,,StanJu00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,230,,,,,,,,,,0.0,
,,,,,9.0,13.0,,1990-09-02,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,,87.0,11.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Julian Stanford,,,,1.0,,,,,,StanJu00,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,51.0,,,,,,,,,,,230,,,,,,,,,,0.0,0.0
,,,,,,,,1995-07-01,,37.5,,,,,,,,,,,,,,,0,,,,,5.0,1.0,6-5,,,,,,,,,,,,,,,,,29,,Tommy Sweeney,,,,,,,,,,SweeTo00,te,,,,,,,0,38,7.6,12.7,3,0.6,,,,,,,0,,,,,2019,,BUF,,,8,,,,3,,,251,38,,,,,,,,12.7,,
,,,,,,,,1995-07-01,,37.5,,,,,,,,,,,,,,,0,,,,,5.0,1.0,6-5,,,,,,,,,,,,,,,,,29,,Tommy Sweeney,,,,,,,,,,SweeTo00,,,,,,,,0,38,7.6,12.7,3,0.6,,,,,,,0,,,,,Career,,,,,8,,,,3,,,251,38,,,,,,,,12.7,,
,,,,,1.0,7,,1994-01-05,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Vincent Taylor,,,,1.0,,,,,,TaylVi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,11,MIA,,,,,,,,,,311,,,,,,,,,,,0.0
,,,,,1.0,12,,1994-01-05,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Vincent Taylor,,,,,,,,,,TaylVi00,,,,,,,,,,,,,,,,,,,,,,,2.0,,2018,15,MIA,,,,,,,,,,311,,,,,,,,,,,
,,,,,,0,,1994-01-05,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Vincent Taylor,,,,,,,,,,TaylVi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,5,BUF,,,,,,,,,,311,,,,,,,,,,,
,,,,,2.0,19,,1994-01-05,,,,,,,,,,,,,,,,,,,,,,23.0,,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Vincent Taylor,,,,1.0,,,,,,TaylVi00,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,31,,,,,,,,,,,311,,,,,,,,,,,0.0
,,,,0.0,1.0,6.0,,1993-12-23,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,6.0,1.0,6-1,,,,,,0.0,0.0,1.0,,,,,0.0,,,,,,Corey Thompson,,,,,,,,,,ThomCo02,lb,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,8.0,BUF,,,,,,,,,,222,,,,,,0.0,,,,0.0,
,,,,,,,,1993-12-23,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Corey Thompson,,,,,,,,,,ThomCo02,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,BUF,,,,,,,,,,222,,,,,,,,,,,
,,,,0.0,1.0,6.0,,1993-12-23,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,17.0,1.0,6-1,,,,,,0.0,0.0,1.0,,,,,0.0,,,,,,Corey Thompson,,,,,,,,,,ThomCo02,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,8.0,,,,,,,,,,,222,,,,,,0.0,,,,0.0,
,,,,,3.0,13,,1995-06-12,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,6-0,,,0,0,,,,,,,,0,,,,,,,Levi Wallace,,,,3,,,,,,WallLe00,cb/lcb/rcb,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,24,BUF,,,,,,,,,,179,,,,,,,,,,,0
,,,,,,10,,1995-06-12,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,6-0,,,1,0,,,,,,,,0,,,,,,,Levi Wallace,,,,8,,,,,,WallLe00,CB,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,64,BUF,,,,,,,,,,179,,,,,,,,,,,0
,,,,,3.0,23,,1995-06-12,,,,,,,,,,,,,,,,,,,,,,22.0,22.0,6-0,,,1,0,,,,,,,,0,,,,,,,Levi Wallace,,,,11,,,,,,WallLe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,88,,,,,,,,,,,179,,,,,,,,,,,0
,,,,,5.0,16,,1995-01-16,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,,16.0,16.0,5-11,,,4,0,,,,,,,,63,,,,,,,Tre'Davious White,,,,18,,,,,,WhitTr01,LCB,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,53,BUF,,,,,,,,,,192,,,,,,,,,,52.0,86
,,,,,7.0,10,,1995-01-16,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,5-11,,,2,0,,,,,,,,37,,,,,,,Tre'Davious White,,,,8,,,,,,WhitTr01,cb/lcb/rcb,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,44,BUF,,,,,,,,,,192,,,,,,,,,,,37
,,,,,,10,,1995-01-16,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,15.0,15.0,5-11,,,6,0,,,,,,,,49,,,,,,,Tre'Davious White,,,,17,,,,,,WhitTr01,CB,,,,,,,,,,,,,,,,,,,,,,1.0,,2019,48,BUF,,,,,,,,,,192,,,,,,,,,,0.0,57
,,,,,12.0,36,,1995-01-16,,,,,,,,,,,,,,,,,0.0,3.0,2.0,1.0,,47.0,47.0,5-11,,,12,0,,,,,,,,63,,,,,,,Tre'Davious White,,,,43,,,,,,WhitTr01,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,145,,,,,,,,,,,192,,,,,,,,,,52.0,180
,,,,,,,,1993-05-13,,85.7,,,,,,,,,,,,,,,0,,,,,3.0,2.0,6-3,,,,,,,,,,,,,,,,,23,,Duke Williams,,,,,,,,,,WillDu01,wr,,,,,,,1,58,19.3,9.7,6,2.0,,,,,,,1,,,,,2019,,BUF,,,7,,,,6,,,225,58,,,,,,,,9.7,,
,,,,,,,,1993-05-13,,85.7,,,,,,,,,,,,,,,0,,,,,3.0,2.0,6-3,,,,,,,,,,,,,,,,,23,,Duke Williams,,,,,,,,,,WillDu01,,,,,,,,1,58,19.3,9.7,6,2.0,,,,,,,1,,,,,Career,,,,,7,,,,6,,,225,58,,,,,,,,9.7,,
,,,,,7.0,,,1993-10-02,,78.3,,,,,,,,,,,,,,,0,,,,,12.0,12.0,6-1,,,,,,,,,,,,,,,,,67,45,T.J. Yeldon,,,,,,,,,,YeldT.00,RB,,,,,,,1,279,23.3,7.8,36,3.0,182,15.2,2,740,4.1,61.7,3,,,,,2015,,JAX,,,46,,,,218,,,223,1019,,,,,,,,4.7,,
,,,,,5.0,,,1993-10-02,,73.5,,,,,,,,,,,,,,,2,,,,,15.0,13.0,6-1,,,,,,,,,,,,,,,,,17,16,T.J. Yeldon,,,,,,,,,,YeldT.00,RB,,,,,,,1,312,20.8,6.2,50,3.3,130,8.7,1,465,3.6,31.0,2,,,,,2016,,JAX,,,68,,,,180,,,223,777,,,,,,,,4.3,,
,,,,,3.0,,,1993-10-02,,73.2,,,,,,,,,,,,,,,2,,,,,10.0,0.0,6-1,,,,,,,,,,,,,,,,,20,58,T.J. Yeldon,,,,,,,,,,YeldT.00,,,,,,,,0,224,22.4,7.5,30,3.0,49,4.9,2,253,5.2,25.3,2,,,,,2017,,JAX,,,41,,,,79,,,223,477,,,,,,,,6.0,,
,,,,,5.0,,,1993-10-02,,70.5,,,,,,,,,,,,,,,1,,,,,14.0,5.0,6-1,,,,,,,,,,,,,,,,,37,20,T.J. Yeldon,,,,,,,,,,YeldT.00,rb,,,,,,,4,487,34.8,8.9,55,3.9,104,7.4,1,414,4.0,29.6,5,,,,,2018,,JAX,,,78,,,,159,,,223,901,,,,,,,,5.7,,
,,,,,,,,1993-10-02,,90.9,,,,,,,,,,,,,,,1,,,,,5.0,0.0,6-1,,,,,,,,,,,,,,,,,23,11,T.J. Yeldon,,,,,,,,,,YeldT.00,,,,,,,,0,100,20.0,10.0,10,2.0,10,2.0,0,45,4.5,9.0,0,,,,,2019,,BUF,,,11,,,,20,,,223,145,,,,,,,,7.3,,
,,,,,20.0,,,1993-10-02,,74.2,,,,,,,,,,,,,,,6,,,,,56.0,30.0,6-1,,,,,,,,,,,,,,,,,67,58,T.J. Yeldon,,,,,,,,,,YeldT.00,,,,,,,,6,1402,25.0,7.7,181,3.2,475,8.5,6,1917,4.0,34.2,12,,,,,Career,,,,,244,,,,656,,,223,3319,,,,,,,,5.1,,
,,,,,7.0,19,,1995-10-17,,,,,,,,,,,,,,,,,0,1,2,0,,16.0,16.0,6-1,,,0,0,,,,,,,,0,,,,,,,Jamal Adams,,,,6,,,,,,AdamJa00,fs/SS,,,,,,,,,,,,,,,,,,,,,,2.0,,2017,63,NYJ,,,,,,,,,,213,,,,,,,,,,0,0
,,,,,9.0,29,,1995-10-17,,,,,,,,,,,,,,,,,0,3,1,0,,16.0,16.0,6-1,,,1,0,,,,,,,,38,,,,,,,Jamal Adams,,,,12,,,,,,AdamJa00,SS,,,,,,,,,,,,,,,,,,,,,,3.5,,2018,86,NYJ,,,,,,,,,,213,,,,,,,,,,5,38
,,,,,,14,,1995-10-17,,,,,,,,,,,,,,,,,0,2,1,1,,13.0,13.0,6-1,,,1,1,,,,,,,,61,,,,,,,Jamal Adams,,,,6,,,,,,AdamJa00,S,,,,,,,,,,,,,,,,,,,,,,6.5,,2019,58,NYJ,,,,,,,,,,213,,,,,,,,,,25,61
,,,,,16.0,62,,1995-10-17,,,,,,,,,,,,,,,,,0,6,4,1,,45.0,45.0,6-1,,,2,1,,,,,,,,61,,,,,,,Jamal Adams,,,,24,,,,,,AdamJa00,,,,,,,,,,,,,,,,,,,,,,,12.0,,Career,207,,,,,,,,,,,213,,,,,,,,,,30,99
,,,,,3.0,0.0,,1996-10-26,,53.8,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,14.0,5.0,6-2,,,,,,,,,,,,,,,,,13.0,29,Josh Adams,,,,,,,,,,AdamJo03,rb,,,,,,,0.0,58.0,4.1,8.3,7.0,0.5,120,8.6,3,511,4.3,36.5,3,,,0.0,,2018,1.0,PHI,,,13.0,,,,127,,,225,569,,,,,,,,4.5,0.0,
,,,,,,,,1996-10-26,,,,,,,,,,,,,,,,,0,,,,,3.0,0.0,6-2,,,,,,,,,,,,,,,,,,10,Josh Adams,,,,,,,,,,AdamJo03,,,,,,,,,,,,,,8,2.7,0,12,1.5,4.0,0,,,,,2019,,NYJ,,,,,,,8,,,225,12,,,,,,,,1.5,,
,,,,,3.0,0.0,,1996-10-26,,53.8,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,17.0,5.0,6-2,,,,,,,,,,,,,,,,,13.0,29,Josh Adams,,,,,,,,,,AdamJo03,,,,,,,,0.0,58.0,3.4,8.3,7.0,0.4,128,7.5,3,523,4.1,30.8,3,,,0.0,,Career,1.0,,,,13.0,,,,135,,,225,581,,,,,,,,4.3,0.0,
,,,,,4.0,12,,1991-08-03,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Henry Anderson,,,,2.0,,,,,,AndeHe00,DT,,,,,,,,,,,,,,,,,,,,,,1.0,,2015,19,IND,,,,,,,,,,301,,,,,,,,,,,0.0
,,,,,2.0,3,,1991-08-03,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,11.0,2.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Henry Anderson,,,,2.0,,,,,,AndeHe00,dt,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,9,IND,,,,,,,,,,301,,,,,,,,,,0.0,0.0
,,,,,4.0,7,,1991-08-03,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,9.0,8.0,6-6,,,,,,,,,,,,,,,,,,,Henry Anderson,,,,,,,,,,AndeHe00,DE,,,,,,,,,,,,,,,,,,,,,,2.0,,2017,15,IND,,,,,,,,,,301,,,,,,,,,,0.0,
,,,,,4.0,13,,1991-08-03,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Henry Anderson,,,,4.0,,,,,,AndeHe00,dl/lb,,,,,,,,,,,,,,,,,,,,,,7.0,,2018,22,NYJ,,,,,,,,,,301,,,,,,,,,,,0.0
,,,,,,11,,1991-08-03,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,6-6,,,,,,,,,,,,,,,,,,,Henry Anderson,,,,,,,,,,AndeHe00,DL,,,,,,,,,,,,,,,,,,,,,,1.0,,2019,14,NYJ,,,,,,,,,,301,,,,,,,,,,,
,,,,,14.0,46,,1991-08-03,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,57.0,34.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Henry Anderson,,,,8.0,,,,,,AndeHe00,,,,,,,,,,,,,,,,,,,,,,,11.0,,Career,79,,,,,,,,,,,301,,,,,,,,,,0.0,0.0
,,,,,4.0,,,1993-05-09,,53.8,,,,,,,,,,,,,,,1,,,,,16.0,8.0,6-3,,,,,,,,,,,,,,,,,52,30,Robby Anderson,,,,,,,,,,AndeRo04,wr,,,,,,,2,587,36.7,14.0,42,2.6,3,0.2,0,42,14.0,2.6,2,,,,,2016,,NYJ,,,78,,,,45,,,190,629,,,,,,,,14.0,,
,,,,,7.0,,,1993-05-09,,55.3,,,,,,,,,,,,,,,0,,,,,16.0,15.0,6-3,,,,,,,,,,,,,,,,,69,7,Robby Anderson,,,,,,,,,,AndeRo04,WR,,,,,,,7,941,58.8,14.9,63,3.9,3,0.2,0,9,3.0,0.6,7,,,,,2017,,NYJ,,,114,,,,66,,,190,950,,,,,,,,14.4,,
,,,,757.0,6.0,,,1993-05-09,,53.2,,,,,,,,,,,,,,,2,,,,,14.0,9.0,6-3,,,,,,0.0,13.0,1.0,,,,,13.0,,,,76,1,Robby Anderson,,,,,,,,,,AndeRo04,WR,,,,,,,6,752,53.7,15.0,50,3.6,2,0.1,0,-8,-4.0,-0.6,6,,,,,2018,,NYJ,,,94,,,,52,,,190,744,,,,,13.0,,,14.3,,
,,,,,,,,1993-05-09,,55.1,,,,,,,,,,,,,,,1,,,,,15.0,14.0,6-3,,,,,,,,,,,,,,,,,92,4,Robby Anderson,,,,,,,,,,AndeRo04,WR,,,,,,,5,761,50.7,15.5,49,3.3,1,0.1,0,4,4.0,0.3,5,,,,,2019,,NYJ,,,89,,,,50,,,190,765,,,,,,,,15.3,,
,,,,3101.0,17.0,,,1993-05-09,,54.4,,,,,,,,,,,,,,,4,,,,,61.0,46.0,6-3,,,,,,0.0,13.0,1.0,,,,,13.0,,,,92,30,Robby Anderson,,,,,,,,,,AndeRo04,,,,,,,,20,3041,49.9,14.9,204,3.3,9,0.1,0,47,5.2,0.8,20,,,,,Career,,,,,375,,,,213,,,190,3088,,,,,13.0,,,14.5,,
,,,,,,6,,1996-07-19,,,,,,,,,,,,,,,,,0,1,0,0,,7.0,6.0,6-1,,,0,0,,,,,,,,0,,,,,,,Blessuan Austin,,,,4,,,,,,AustBl00,cb,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,19,NYJ,,,,,,,,,,198,,,,,,,,,,0,0
,,,,,,6,,1996-07-19,,,,,,,,,,,,,,,,,0,1,0,0,,7.0,6.0,6-1,,,0,0,,,,,,,,0,,,,,,,Blessuan Austin,,,,4,,,,,,AustBl00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,19,,,,,,,,,,,198,,,,,,,,,,0,0
,,,,0.0,1.0,2.0,,1994-03-18,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,15.0,0.0,6-4,,,,,,0.0,0.0,1.0,,,,,0.0,,,,,,Tarell Basham,,,,,,,,,,BashTa00,,,,,,,,,,,,,,,,,,,,,,,2.0,,2017,5.0,IND,,,,,,,,,,266,,,,,,0.0,,,,0.0,
,,,,,1.0,2.0,,1994-03-18,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,6-4,,,,,,,,,,,,,,,,,,,Tarell Basham,,,,,,,,,,BashTa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,6.0,2TM,,,,,,,,,,266,,,,,,,,,,,
,,,,,0.0,,,1994-03-18,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Tarell Basham,,,,,,,,,,BashTa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,IND,,,,,,,,,,266,,,,,,,,,,,
,,,,,,11.0,,1994-03-18,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,6-4,,,1.0,0.0,,,,,,,,1.0,,,,,,,Tarell Basham,,,,4.0,,,,,,BashTa00,lb,,,,,,,,,,,,,,,,,,,,,,2.0,,2019,15.0,NYJ,,,,,,,,,,266,,,,,,,,,,,1.0
